Year,State,Metric,Age Range,"Events per 1,000 women"
1996,ME,Pregnancy Rate,40+,7.5999999999999996
2000,ME,Pregnancy Rate,40+,9
2005,ME,Pregnancy Rate,40+,9
2006,ME,Pregnancy Rate,40+,9.1999999999999993
2007,ME,Pregnancy Rate,40+,10.300000000000001
2008,ME,Pregnancy Rate,40+,9.0999999999999996
2009,ME,Pregnancy Rate,40+,10.6
2010,ME,Pregnancy Rate,40+,10.5
2011,ME,Pregnancy Rate,40+,10.5
2012,ME,Pregnancy Rate,40+,11.800000000000001
2013,ME,Pregnancy Rate,40+,12.1
2014,ME,Pregnancy Rate,40+,12.199999999999999
2015,ME,Pregnancy Rate,40+,11.199999999999999
2016,ME,Pregnancy Rate,40+,12
1988,MD,Pregnancy Rate,40+,9.1999999999999993
1992,MD,Pregnancy Rate,40+,11.300000000000001
1996,MD,Pregnancy Rate,40+,13
2000,MD,Pregnancy Rate,40+,16.100000000000001
2005,MD,Pregnancy Rate,40+,19
2006,MD,Pregnancy Rate,40+,19.100000000000001
2007,MD,Pregnancy Rate,40+,19.100000000000001
2008,MD,Pregnancy Rate,40+,19.100000000000001
2009,MD,Pregnancy Rate,40+,20.399999999999999
2010,MD,Pregnancy Rate,40+,21.100000000000001
2011,MD,Pregnancy Rate,40+,20.5
2012,MD,Pregnancy Rate,40+,20.100000000000001
2013,MD,Pregnancy Rate,40+,20.600000000000001
2014,MD,Pregnancy Rate,40+,21.399999999999999
2015,MD,Pregnancy Rate,40+,22.100000000000001
2016,MD,Pregnancy Rate,40+,23.600000000000001
1988,MA,Pregnancy Rate,40+,12.199999999999999
1992,MA,Pregnancy Rate,40+,14
1996,MA,Pregnancy Rate,40+,17.100000000000001
2000,MA,Pregnancy Rate,40+,17.899999999999999
2005,MA,Pregnancy Rate,40+,20.5
2006,MA,Pregnancy Rate,40+,20.699999999999999
2007,MA,Pregnancy Rate,40+,20.600000000000001
2008,MA,Pregnancy Rate,40+,21.5
2009,MA,Pregnancy Rate,40+,21
2010,MA,Pregnancy Rate,40+,21.699999999999999
2011,MA,Pregnancy Rate,40+,21.199999999999999
2012,MA,Pregnancy Rate,40+,21.399999999999999
2013,MA,Pregnancy Rate,40+,21.600000000000001
2014,MA,Pregnancy Rate,40+,21.899999999999999
2015,MA,Pregnancy Rate,40+,22.300000000000001
2016,MA,Pregnancy Rate,40+,23.5
1988,MI,Pregnancy Rate,40+,7.2999999999999998
1992,MI,Pregnancy Rate,40+,8.3000000000000007
1996,MI,Pregnancy Rate,40+,10
2000,MI,Pregnancy Rate,40+,11.4
2005,MI,Pregnancy Rate,40+,12.9
2006,MI,Pregnancy Rate,40+,12.4
2007,MI,Pregnancy Rate,40+,12.6
2008,MI,Pregnancy Rate,40+,12.699999999999999
2009,MI,Pregnancy Rate,40+,13
2010,MI,Pregnancy Rate,40+,13.199999999999999
2011,MI,Pregnancy Rate,40+,13.300000000000001
2012,MI,Pregnancy Rate,40+,13.199999999999999
2013,MI,Pregnancy Rate,40+,13.800000000000001
2014,MI,Pregnancy Rate,40+,13.5
2015,MI,Pregnancy Rate,40+,13.699999999999999
2016,MI,Pregnancy Rate,40+,14.199999999999999
1988,MN,Pregnancy Rate,40+,7.7000000000000002
1992,MN,Pregnancy Rate,40+,10
1996,MN,Pregnancy Rate,40+,10.1
2000,MN,Pregnancy Rate,40+,12.6
2005,MN,Pregnancy Rate,40+,14.1
2006,MN,Pregnancy Rate,40+,14.199999999999999
2007,MN,Pregnancy Rate,40+,14.199999999999999
2008,MN,Pregnancy Rate,40+,14.9
2009,MN,Pregnancy Rate,40+,15.5
2010,MN,Pregnancy Rate,40+,15.5
2011,MN,Pregnancy Rate,40+,16
2012,MN,Pregnancy Rate,40+,16
2013,MN,Pregnancy Rate,40+,15.300000000000001
2014,MN,Pregnancy Rate,40+,15.9
2015,MN,Pregnancy Rate,40+,16.100000000000001
2016,MN,Pregnancy Rate,40+,17.100000000000001
1988,MS,Pregnancy Rate,40+,6.5
1992,MS,Pregnancy Rate,40+,6.2000000000000002
1996,MS,Pregnancy Rate,40+,6.7999999999999998
2000,MS,Pregnancy Rate,40+,8.1999999999999993
2005,MS,Pregnancy Rate,40+,7.9000000000000004
2006,MS,Pregnancy Rate,40+,8.1999999999999993
2007,MS,Pregnancy Rate,40+,8.5
2008,MS,Pregnancy Rate,40+,8.9000000000000004
2009,MS,Pregnancy Rate,40+,8.3000000000000007
2010,MS,Pregnancy Rate,40+,8.1999999999999993
2011,MS,Pregnancy Rate,40+,8.1999999999999993
2012,MS,Pregnancy Rate,40+,8.3000000000000007
2013,MS,Pregnancy Rate,40+,8.3000000000000007
2014,MS,Pregnancy Rate,40+,8.0999999999999996
2015,MS,Pregnancy Rate,40+,8.1999999999999993
2016,MS,Pregnancy Rate,40+,8.3000000000000007
1988,MO,Pregnancy Rate,40+,7.2999999999999998
1992,MO,Pregnancy Rate,40+,7.0999999999999996
1996,MO,Pregnancy Rate,40+,8.5
2000,MO,Pregnancy Rate,40+,10.199999999999999
2005,MO,Pregnancy Rate,40+,10.9
2006,MO,Pregnancy Rate,40+,10.9
2007,MO,Pregnancy Rate,40+,10.6
2008,MO,Pregnancy Rate,40+,11.199999999999999
2009,MO,Pregnancy Rate,40+,10.800000000000001
2010,MO,Pregnancy Rate,40+,11.1
2011,MO,Pregnancy Rate,40+,11.199999999999999
2012,MO,Pregnancy Rate,40+,11.6
2013,MO,Pregnancy Rate,40+,10.9
2014,MO,Pregnancy Rate,40+,11.300000000000001
2015,MO,Pregnancy Rate,40+,10.9
2016,MO,Pregnancy Rate,40+,11.9
1988,MT,Pregnancy Rate,40+,6.9000000000000004
1992,MT,Pregnancy Rate,40+,8.5
1996,MT,Pregnancy Rate,40+,9.4000000000000004
2000,MT,Pregnancy Rate,40+,10.6
2005,MT,Pregnancy Rate,40+,11.699999999999999
2006,MT,Pregnancy Rate,40+,12.699999999999999
2007,MT,Pregnancy Rate,40+,12.199999999999999
2008,MT,Pregnancy Rate,40+,11.5
2009,MT,Pregnancy Rate,40+,12.199999999999999
2010,MT,Pregnancy Rate,40+,12.5
2011,MT,Pregnancy Rate,40+,14.1
2012,MT,Pregnancy Rate,40+,12.300000000000001
2013,MT,Pregnancy Rate,40+,12.199999999999999
2014,MT,Pregnancy Rate,40+,14
2015,MT,Pregnancy Rate,40+,14.1
2016,MT,Pregnancy Rate,40+,16.100000000000001
1988,NE,Pregnancy Rate,40+,7.2999999999999998
1992,NE,Pregnancy Rate,40+,8.4000000000000004
1996,NE,Pregnancy Rate,40+,9.0999999999999996
2000,NE,Pregnancy Rate,40+,10.6
2005,NE,Pregnancy Rate,40+,10.800000000000001
2006,NE,Pregnancy Rate,40+,12.199999999999999
2007,NE,Pregnancy Rate,40+,11.199999999999999
2008,NE,Pregnancy Rate,40+,13.9
2009,NE,Pregnancy Rate,40+,13.1
2010,NE,Pregnancy Rate,40+,12.699999999999999
2011,NE,Pregnancy Rate,40+,13.300000000000001
2012,NE,Pregnancy Rate,40+,14.800000000000001
2013,NE,Pregnancy Rate,40+,13.5
2014,NE,Pregnancy Rate,40+,14
2015,NE,Pregnancy Rate,40+,14.699999999999999
2016,NE,Pregnancy Rate,40+,14.699999999999999
1988,NV,Pregnancy Rate,40+,10.199999999999999
1992,NV,Pregnancy Rate,40+,13
1996,NV,Pregnancy Rate,40+,16.100000000000001
2000,NV,Pregnancy Rate,40+,15.699999999999999
2005,NV,Pregnancy Rate,40+,18.5
2006,NV,Pregnancy Rate,40+,18.600000000000001
2007,NV,Pregnancy Rate,40+,18.300000000000001
2008,NV,Pregnancy Rate,40+,18.899999999999999
2009,NV,Pregnancy Rate,40+,18.899999999999999
2010,NV,Pregnancy Rate,40+,19.399999999999999
2011,NV,Pregnancy Rate,40+,23.899999999999999
2012,NV,Pregnancy Rate,40+,24.399999999999999
2013,NV,Pregnancy Rate,40+,22.600000000000001
2014,NV,Pregnancy Rate,40+,18.399999999999999
2015,NV,Pregnancy Rate,40+,19.899999999999999
2016,NV,Pregnancy Rate,40+,19.699999999999999
1988,NH,Pregnancy Rate,40+,7.5999999999999996
1992,NH,Pregnancy Rate,40+,9.1999999999999993
1996,NH,Pregnancy Rate,40+,11
2000,NH,Pregnancy Rate,40+,12.199999999999999
2005,NH,Pregnancy Rate,40+,12
2006,NH,Pregnancy Rate,40+,12.6
2007,NH,Pregnancy Rate,40+,13.300000000000001
2008,NH,Pregnancy Rate,40+,12.4
2009,NH,Pregnancy Rate,40+,12.300000000000001
2010,NH,Pregnancy Rate,40+,12.800000000000001
2011,NH,Pregnancy Rate,40+,12.9
2012,NH,Pregnancy Rate,40+,11.699999999999999
2013,NH,Pregnancy Rate,40+,12.699999999999999
2014,NH,Pregnancy Rate,40+,11.9
2015,NH,Pregnancy Rate,40+,13.5
2016,NH,Pregnancy Rate,40+,12.5
1988,NJ,Pregnancy Rate,40+,11
1992,NJ,Pregnancy Rate,40+,12.800000000000001
1996,NJ,Pregnancy Rate,40+,16.699999999999999
2000,NJ,Pregnancy Rate,40+,19.199999999999999
2005,NJ,Pregnancy Rate,40+,21.600000000000001
2006,NJ,Pregnancy Rate,40+,22.100000000000001
2007,NJ,Pregnancy Rate,40+,22.600000000000001
2008,NJ,Pregnancy Rate,40+,22.600000000000001
2009,NJ,Pregnancy Rate,40+,23.800000000000001
2010,NJ,Pregnancy Rate,40+,23.100000000000001
2011,NJ,Pregnancy Rate,40+,23.199999999999999
2012,NJ,Pregnancy Rate,40+,24.300000000000001
2013,NJ,Pregnancy Rate,40+,22.899999999999999
2014,NJ,Pregnancy Rate,40+,25.300000000000001
2015,NJ,Pregnancy Rate,40+,26
2016,NJ,Pregnancy Rate,40+,27.100000000000001
1988,NM,Pregnancy Rate,40+,11.699999999999999
1992,NM,Pregnancy Rate,40+,12.5
1996,NM,Pregnancy Rate,40+,12.199999999999999
2000,NM,Pregnancy Rate,40+,12.800000000000001
2005,NM,Pregnancy Rate,40+,14.4
2006,NM,Pregnancy Rate,40+,13.9
2007,NM,Pregnancy Rate,40+,13.800000000000001
2008,NM,Pregnancy Rate,40+,15.1
2009,NM,Pregnancy Rate,40+,16.699999999999999
2010,NM,Pregnancy Rate,40+,15
2011,NM,Pregnancy Rate,40+,15.4
2012,NM,Pregnancy Rate,40+,13.699999999999999
2013,NM,Pregnancy Rate,40+,12.9
2014,NM,Pregnancy Rate,40+,13
2015,NM,Pregnancy Rate,40+,13.1
2016,NM,Pregnancy Rate,40+,14.1
1988,NY,Pregnancy Rate,40+,14
1992,NY,Pregnancy Rate,40+,17
1996,NY,Pregnancy Rate,40+,18.399999999999999
2000,NY,Pregnancy Rate,40+,21.199999999999999
2005,NY,Pregnancy Rate,40+,23.899999999999999
2006,NY,Pregnancy Rate,40+,23.699999999999999
2007,NY,Pregnancy Rate,40+,24.5
2008,NY,Pregnancy Rate,40+,25.600000000000001
2009,NY,Pregnancy Rate,40+,26.399999999999999
2010,NY,Pregnancy Rate,40+,26.699999999999999
2011,NY,Pregnancy Rate,40+,26.699999999999999
2012,NY,Pregnancy Rate,40+,27.300000000000001
2013,NY,Pregnancy Rate,40+,27.100000000000001
2014,NY,Pregnancy Rate,40+,27.600000000000001
2015,NY,Pregnancy Rate,40+,29.5
2016,NY,Pregnancy Rate,40+,30.199999999999999
1988,NC,Pregnancy Rate,40+,5.7999999999999998
1992,NC,Pregnancy Rate,40+,6.7000000000000002
1996,NC,Pregnancy Rate,40+,8.1999999999999993
2000,NC,Pregnancy Rate,40+,10
2005,NC,Pregnancy Rate,40+,11.5
2006,NC,Pregnancy Rate,40+,11.9
2007,NC,Pregnancy Rate,40+,12.199999999999999
2008,NC,Pregnancy Rate,40+,12.4
2009,NC,Pregnancy Rate,40+,12.5
2010,NC,Pregnancy Rate,40+,13.1
2011,NC,Pregnancy Rate,40+,12.9
2012,NC,Pregnancy Rate,40+,12.9
2013,NC,Pregnancy Rate,40+,13.199999999999999
2014,NC,Pregnancy Rate,40+,13.9
2015,NC,Pregnancy Rate,40+,13.9
2016,NC,Pregnancy Rate,40+,14.4
1988,ND,Pregnancy Rate,40+,5.5999999999999996
1992,ND,Pregnancy Rate,40+,7.2000000000000002
1996,ND,Pregnancy Rate,40+,6.5
2000,ND,Pregnancy Rate,40+,8.5
2005,ND,Pregnancy Rate,40+,8
2006,ND,Pregnancy Rate,40+,10.5
2007,ND,Pregnancy Rate,40+,9.6999999999999993
2008,ND,Pregnancy Rate,40+,11.300000000000001
2009,ND,Pregnancy Rate,40+,11.1
2010,ND,Pregnancy Rate,40+,10.800000000000001
2011,ND,Pregnancy Rate,40+,12.699999999999999
2012,ND,Pregnancy Rate,40+,9.4000000000000004
2013,ND,Pregnancy Rate,40+,11.5
2014,ND,Pregnancy Rate,40+,12.5
2015,ND,Pregnancy Rate,40+,13.1
2016,ND,Pregnancy Rate,40+,16.5
1988,OH,Pregnancy Rate,40+,7
1992,OH,Pregnancy Rate,40+,7.7999999999999998
1996,OH,Pregnancy Rate,40+,9.3000000000000007
2000,OH,Pregnancy Rate,40+,9.9000000000000004
2005,OH,Pregnancy Rate,40+,11
2006,OH,Pregnancy Rate,40+,11
2007,OH,Pregnancy Rate,40+,11.300000000000001
2008,OH,Pregnancy Rate,40+,11.199999999999999
2009,OH,Pregnancy Rate,40+,11.6
2010,OH,Pregnancy Rate,40+,11.699999999999999
2011,OH,Pregnancy Rate,40+,12
2012,OH,Pregnancy Rate,40+,11.800000000000001
2013,OH,Pregnancy Rate,40+,12.199999999999999
2014,OH,Pregnancy Rate,40+,11.800000000000001
2015,OH,Pregnancy Rate,40+,12
2016,OH,Pregnancy Rate,40+,12.300000000000001
1988,OK,Pregnancy Rate,40+,5.9000000000000004
1992,OK,Pregnancy Rate,40+,6.2999999999999998
1996,OK,Pregnancy Rate,40+,7.2000000000000002
2000,OK,Pregnancy Rate,40+,7.5999999999999996
2005,OK,Pregnancy Rate,40+,8.5999999999999996
2006,OK,Pregnancy Rate,40+,9.1999999999999993
2007,OK,Pregnancy Rate,40+,9.8000000000000007
2008,OK,Pregnancy Rate,40+,9.5999999999999996
2009,OK,Pregnancy Rate,40+,10
2010,OK,Pregnancy Rate,40+,10.699999999999999
2011,OK,Pregnancy Rate,40+,10.300000000000001
2012,OK,Pregnancy Rate,40+,10.4
2013,OK,Pregnancy Rate,40+,10.800000000000001
2014,OK,Pregnancy Rate,40+,10.300000000000001
2015,OK,Pregnancy Rate,40+,10.9
2016,OK,Pregnancy Rate,40+,10.9
1988,OR,Pregnancy Rate,40+,8.1999999999999993
1992,OR,Pregnancy Rate,40+,10.1
1996,OR,Pregnancy Rate,40+,10.4
2000,OR,Pregnancy Rate,40+,13.1
2005,OR,Pregnancy Rate,40+,14.300000000000001
2006,OR,Pregnancy Rate,40+,14.699999999999999
2007,OR,Pregnancy Rate,40+,15.5
2008,OR,Pregnancy Rate,40+,15
2009,OR,Pregnancy Rate,40+,15.800000000000001
2010,OR,Pregnancy Rate,40+,15.800000000000001
2011,OR,Pregnancy Rate,40+,16.100000000000001
2012,OR,Pregnancy Rate,40+,16.300000000000001
2013,OR,Pregnancy Rate,40+,15.800000000000001
2014,OR,Pregnancy Rate,40+,16.899999999999999
2015,OR,Pregnancy Rate,40+,16.899999999999999
2016,OR,Pregnancy Rate,40+,18.199999999999999
1988,PA,Pregnancy Rate,40+,7.2000000000000002
1992,PA,Pregnancy Rate,40+,8.4000000000000004
1996,PA,Pregnancy Rate,40+,9.8000000000000007
2000,PA,Pregnancy Rate,40+,11.300000000000001
2005,PA,Pregnancy Rate,40+,13.300000000000001
2006,PA,Pregnancy Rate,40+,13.6
2007,PA,Pregnancy Rate,40+,13.9
2008,PA,Pregnancy Rate,40+,14.199999999999999
2009,PA,Pregnancy Rate,40+,15
2010,PA,Pregnancy Rate,40+,14.6
2011,PA,Pregnancy Rate,40+,14.699999999999999
2012,PA,Pregnancy Rate,40+,14.6
2013,PA,Pregnancy Rate,40+,14.699999999999999
2014,PA,Pregnancy Rate,40+,15
2015,PA,Pregnancy Rate,40+,15.1
2016,PA,Pregnancy Rate,40+,15.5
1988,RI,Pregnancy Rate,40+,7.5
1992,RI,Pregnancy Rate,40+,11.199999999999999
1996,RI,Pregnancy Rate,40+,12
2000,RI,Pregnancy Rate,40+,13.300000000000001
2005,RI,Pregnancy Rate,40+,16.800000000000001
2006,RI,Pregnancy Rate,40+,15.699999999999999
2007,RI,Pregnancy Rate,40+,15.1
2008,RI,Pregnancy Rate,40+,15.1
2009,RI,Pregnancy Rate,40+,16
2010,RI,Pregnancy Rate,40+,16.100000000000001
2011,RI,Pregnancy Rate,40+,15.5
2012,RI,Pregnancy Rate,40+,16
2013,RI,Pregnancy Rate,40+,16.899999999999999
2014,RI,Pregnancy Rate,40+,16.399999999999999
2015,RI,Pregnancy Rate,40+,18.600000000000001
2016,RI,Pregnancy Rate,40+,18.5
1988,SC,Pregnancy Rate,40+,6.2000000000000002
1992,SC,Pregnancy Rate,40+,6.2000000000000002
1996,SC,Pregnancy Rate,40+,7.5
2000,SC,Pregnancy Rate,40+,8.5999999999999996
2005,SC,Pregnancy Rate,40+,10.1
2006,SC,Pregnancy Rate,40+,10.6
2007,SC,Pregnancy Rate,40+,10.800000000000001
2008,SC,Pregnancy Rate,40+,11.1
2009,SC,Pregnancy Rate,40+,11.300000000000001
2010,SC,Pregnancy Rate,40+,11.800000000000001
2011,SC,Pregnancy Rate,40+,11.699999999999999
2012,SC,Pregnancy Rate,40+,11.6
2013,SC,Pregnancy Rate,40+,11.5
2014,SC,Pregnancy Rate,40+,12.1
2015,SC,Pregnancy Rate,40+,12.699999999999999
2016,SC,Pregnancy Rate,40+,12.800000000000001
1988,SD,Pregnancy Rate,40+,7.7000000000000002
1992,SD,Pregnancy Rate,40+,8
1996,SD,Pregnancy Rate,40+,7.7999999999999998
2000,SD,Pregnancy Rate,40+,8.1999999999999993
2005,SD,Pregnancy Rate,40+,10.699999999999999
2006,SD,Pregnancy Rate,40+,10.699999999999999
2007,SD,Pregnancy Rate,40+,9.3000000000000007
2008,SD,Pregnancy Rate,40+,11.1
2009,SD,Pregnancy Rate,40+,11.9
2010,SD,Pregnancy Rate,40+,10.9
2011,SD,Pregnancy Rate,40+,13.199999999999999
2012,SD,Pregnancy Rate,40+,11.199999999999999
2013,SD,Pregnancy Rate,40+,11.9
2014,SD,Pregnancy Rate,40+,11.699999999999999
2015,SD,Pregnancy Rate,40+,12.9
2016,SD,Pregnancy Rate,40+,13.9
1988,TN,Pregnancy Rate,40+,5.7999999999999998
1992,TN,Pregnancy Rate,40+,6.0999999999999996
1996,TN,Pregnancy Rate,40+,7.4000000000000004
2000,TN,Pregnancy Rate,40+,7.7000000000000002
2005,TN,Pregnancy Rate,40+,8.8000000000000007
2006,TN,Pregnancy Rate,40+,9
2007,TN,Pregnancy Rate,40+,9.4000000000000004
2008,TN,Pregnancy Rate,40+,9.5
2009,TN,Pregnancy Rate,40+,9.8000000000000007
2010,TN,Pregnancy Rate,40+,10.300000000000001
2011,TN,Pregnancy Rate,40+,10.300000000000001
2012,TN,Pregnancy Rate,40+,10.1
2013,TN,Pregnancy Rate,40+,10.6
2014,TN,Pregnancy Rate,40+,10.699999999999999
2015,TN,Pregnancy Rate,40+,11.1
2016,TN,Pregnancy Rate,40+,11.5
1988,TX,Pregnancy Rate,40+,9.6999999999999993
1992,TX,Pregnancy Rate,40+,10.800000000000001
1996,TX,Pregnancy Rate,40+,11.199999999999999
2000,TX,Pregnancy Rate,40+,12.300000000000001
2005,TX,Pregnancy Rate,40+,14.199999999999999
2006,TX,Pregnancy Rate,40+,13.800000000000001
2007,TX,Pregnancy Rate,40+,14
2008,TX,Pregnancy Rate,40+,14.699999999999999
2009,TX,Pregnancy Rate,40+,15.5
2010,TX,Pregnancy Rate,40+,15.5
2011,TX,Pregnancy Rate,40+,15.699999999999999
2012,TX,Pregnancy Rate,40+,15.699999999999999
2013,TX,Pregnancy Rate,40+,15.800000000000001
2014,TX,Pregnancy Rate,40+,15.5
2015,TX,Pregnancy Rate,40+,16.199999999999999
2016,TX,Pregnancy Rate,40+,16.5
1973,US,Pregnancy Rate,40+,10.199999999999999
1974,US,Pregnancy Rate,40+,9.9000000000000004
1975,US,Pregnancy Rate,40+,10
1976,US,Pregnancy Rate,40+,9.6999999999999993
1977,US,Pregnancy Rate,40+,9.8000000000000007
1978,US,Pregnancy Rate,40+,9.0999999999999996
1979,US,Pregnancy Rate,40+,8.9000000000000004
1980,US,Pregnancy Rate,40+,8.9000000000000004
1981,US,Pregnancy Rate,40+,8.6999999999999993
1982,US,Pregnancy Rate,40+,8.8000000000000007
1983,US,Pregnancy Rate,40+,8.5
1984,US,Pregnancy Rate,40+,8.3000000000000007
1985,US,Pregnancy Rate,40+,8.3000000000000007
1986,US,Pregnancy Rate,40+,8.4000000000000004
1987,US,Pregnancy Rate,40+,8.8000000000000007
1988,US,Pregnancy Rate,40+,9.4000000000000004
1989,US,Pregnancy Rate,40+,9.9000000000000004
1990,US,Pregnancy Rate,40+,10.300000000000001
1991,US,Pregnancy Rate,40+,10.300000000000001
1992,US,Pregnancy Rate,40+,10.9
1993,US,Pregnancy Rate,40+,11.199999999999999
1994,US,Pregnancy Rate,40+,11.6
1995,US,Pregnancy Rate,40+,11.800000000000001
1996,US,Pregnancy Rate,40+,12.199999999999999
1997,US,Pregnancy Rate,40+,12.4
1998,US,Pregnancy Rate,40+,12.800000000000001
1999,US,Pregnancy Rate,40+,13
2000,US,Pregnancy Rate,40+,13.699999999999999
2001,US,Pregnancy Rate,40+,13.9
2002,US,Pregnancy Rate,40+,14.4
2003,US,Pregnancy Rate,40+,14.9
2004,US,Pregnancy Rate,40+,15.1
2005,US,Pregnancy Rate,40+,15.4
2006,US,Pregnancy Rate,40+,15.9
2007,US,Pregnancy Rate,40+,16.100000000000001
2008,US,Pregnancy Rate,40+,16.5
2009,US,Pregnancy Rate,40+,16.899999999999999
2010,US,Pregnancy Rate,40+,17
2011,US,Pregnancy Rate,40+,17.199999999999999
2012,US,Pregnancy Rate,40+,17.199999999999999
2013,US,Pregnancy Rate,40+,17
2014,US,Pregnancy Rate,40+,17.300000000000001
2015,US,Pregnancy Rate,40+,17.699999999999999
2016,US,Pregnancy Rate,40+,18.199999999999999
1988,UT,Pregnancy Rate,40+,13.6
1992,UT,Pregnancy Rate,40+,13
1996,UT,Pregnancy Rate,40+,12.1
2000,UT,Pregnancy Rate,40+,13.199999999999999
2005,UT,Pregnancy Rate,40+,14.199999999999999
2006,UT,Pregnancy Rate,40+,14.4
2007,UT,Pregnancy Rate,40+,15.800000000000001
2008,UT,Pregnancy Rate,40+,16.199999999999999
2009,UT,Pregnancy Rate,40+,15.5
2010,UT,Pregnancy Rate,40+,16.5
2011,UT,Pregnancy Rate,40+,15.199999999999999
2012,UT,Pregnancy Rate,40+,15.9
2013,UT,Pregnancy Rate,40+,15.199999999999999
2014,UT,Pregnancy Rate,40+,15.699999999999999
2015,UT,Pregnancy Rate,40+,16
2016,UT,Pregnancy Rate,40+,16.600000000000001
1988,VT,Pregnancy Rate,40+,8.5999999999999996
1992,VT,Pregnancy Rate,40+,9
1996,VT,Pregnancy Rate,40+,10
2000,VT,Pregnancy Rate,40+,11.199999999999999
2005,VT,Pregnancy Rate,40+,12.5
2006,VT,Pregnancy Rate,40+,14.199999999999999
2007,VT,Pregnancy Rate,40+,12.699999999999999
2008,VT,Pregnancy Rate,40+,11.6
2009,VT,Pregnancy Rate,40+,15
2010,VT,Pregnancy Rate,40+,14.5
2011,VT,Pregnancy Rate,40+,14.6
2012,VT,Pregnancy Rate,40+,13
2013,VT,Pregnancy Rate,40+,14.199999999999999
2014,VT,Pregnancy Rate,40+,16
2015,VT,Pregnancy Rate,40+,12.199999999999999
2016,VT,Pregnancy Rate,40+,15.5
1988,VA,Pregnancy Rate,40+,9
1992,VA,Pregnancy Rate,40+,10
1996,VA,Pregnancy Rate,40+,11.300000000000001
2000,VA,Pregnancy Rate,40+,13.9
2005,VA,Pregnancy Rate,40+,16.5
2006,VA,Pregnancy Rate,40+,16.300000000000001
2007,VA,Pregnancy Rate,40+,16.5
2008,VA,Pregnancy Rate,40+,17.600000000000001
2009,VA,Pregnancy Rate,40+,17.600000000000001
2010,VA,Pregnancy Rate,40+,18.699999999999999
2011,VA,Pregnancy Rate,40+,18.5
2012,VA,Pregnancy Rate,40+,18.800000000000001
2013,VA,Pregnancy Rate,40+,18.800000000000001
2014,VA,Pregnancy Rate,40+,18.600000000000001
2015,VA,Pregnancy Rate,40+,18.800000000000001
2016,VA,Pregnancy Rate,40+,19.899999999999999
1988,WA,Pregnancy Rate,40+,9.5
1992,WA,Pregnancy Rate,40+,12.1
1996,WA,Pregnancy Rate,40+,12.800000000000001
2000,WA,Pregnancy Rate,40+,14
2005,WA,Pregnancy Rate,40+,15.5
2006,WA,Pregnancy Rate,40+,16.899999999999999
2007,WA,Pregnancy Rate,40+,17
2008,WA,Pregnancy Rate,40+,18.199999999999999
2009,WA,Pregnancy Rate,40+,18.899999999999999
2010,WA,Pregnancy Rate,40+,18.300000000000001
2011,WA,Pregnancy Rate,40+,18.699999999999999
2012,WA,Pregnancy Rate,40+,17.899999999999999
2013,WA,Pregnancy Rate,40+,18.300000000000001
2014,WA,Pregnancy Rate,40+,18.199999999999999
2015,WA,Pregnancy Rate,40+,19.399999999999999
2016,WA,Pregnancy Rate,40+,19.800000000000001
1988,WV,Pregnancy Rate,40+,4.2000000000000002
1992,WV,Pregnancy Rate,40+,4.9000000000000004
1996,WV,Pregnancy Rate,40+,4.7999999999999998
2000,WV,Pregnancy Rate,40+,5.5
2005,WV,Pregnancy Rate,40+,7.2000000000000002
2006,WV,Pregnancy Rate,40+,7.2000000000000002
2007,WV,Pregnancy Rate,40+,8.1999999999999993
2008,WV,Pregnancy Rate,40+,7.5999999999999996
2009,WV,Pregnancy Rate,40+,7.2000000000000002
2010,WV,Pregnancy Rate,40+,8.9000000000000004
2011,WV,Pregnancy Rate,40+,8.1999999999999993
2012,WV,Pregnancy Rate,40+,7.5
2013,WV,Pregnancy Rate,40+,6.7000000000000002
2014,WV,Pregnancy Rate,40+,7.0999999999999996
2015,WV,Pregnancy Rate,40+,8.1999999999999993
2016,WV,Pregnancy Rate,40+,7.5999999999999996
1988,WI,Pregnancy Rate,40+,7
1992,WI,Pregnancy Rate,40+,7.5
1996,WI,Pregnancy Rate,40+,8.8000000000000007
2000,WI,Pregnancy Rate,40+,10.199999999999999
2005,WI,Pregnancy Rate,40+,10.800000000000001
2006,WI,Pregnancy Rate,40+,11.300000000000001
2007,WI,Pregnancy Rate,40+,11.5
2008,WI,Pregnancy Rate,40+,11.699999999999999
2009,WI,Pregnancy Rate,40+,11.800000000000001
2010,WI,Pregnancy Rate,40+,11.6
2011,WI,Pregnancy Rate,40+,11.9
2012,WI,Pregnancy Rate,40+,12.4
2013,WI,Pregnancy Rate,40+,11.699999999999999
2014,WI,Pregnancy Rate,40+,12.199999999999999
2015,WI,Pregnancy Rate,40+,12.5
2016,WI,Pregnancy Rate,40+,12.6
1988,WY,Pregnancy Rate,40+,6
1992,WY,Pregnancy Rate,40+,6.5
1996,WY,Pregnancy Rate,40+,7.7999999999999998
2000,WY,Pregnancy Rate,40+,10.300000000000001
2005,WY,Pregnancy Rate,40+,10.199999999999999
2006,WY,Pregnancy Rate,40+,11.6
2007,WY,Pregnancy Rate,40+,10.9
2008,WY,Pregnancy Rate,40+,11.300000000000001
2009,WY,Pregnancy Rate,40+,12.6
2010,WY,Pregnancy Rate,40+,12.199999999999999
2011,WY,Pregnancy Rate,40+,11
2012,WY,Pregnancy Rate,40+,11.6
2013,WY,Pregnancy Rate,40+,11.9
